6953.52,106,212,4,17068,36503,236,236,215,225,8.618,49.042,25,8,21,6562.6,76,76,269,198, 2.504,159,11.558,3,1,65.126,dense/batch5dense/test12,0,0,
6967.76,106,212,4,17068,36503,236,236,215,225,8.353,48.264,25,8,21,6581.19,76,76,269,198, 2.609,159,11.406,3,1,63.806,dense/batch5dense/test12,0,0,
2238.8,835,1671,4,67481,197136,288,288,276,281,37.823,33.187,43,3,6,42.804,109,4,4,1130, 10.411,1099,19.195,3,1,501.346,dense/batch5dense/test14,0,0,
64726.5,6248,12496,5,1366982,2800936,316,316,298,311,310.326,6699.11,1023,258,706,33284,2665,1511,1886,12420, 232.722,8742,611.277,3,1,4794.12,dense/batch5dense/test15,0,0,
38.084,9,18,2,1226,3476,269,269,264,267,0.473,10.162,9,1,2,1.013,4,0,0,0, 0.016,12,3.075,3,1,2.43,dense/batch5dense/test16,0,0,
30030.2,4539,9078,3,1007073,1888799,327,327,310,322,251.36,4960.34,1034,316,847,7165.71,4245,1189,1209,8488, 214.735,6680,895.057,3,1,2987.49,dense/batch5dense/test17,0,0,
182872,8015,16031,6,1746858,3506423,334,334,316,327,518.244,15452.6,1075,218,599,132240,5665,4378,6928,20307, 377.586,13255,1604.36,3,1,6695.15,dense/batch5dense/test19,0,0,
289.244,81,163,8,8376,19765,272,272,256,268,4.329,58.208,34,15,40,18.353,25,5,7,76, 0.853,114,5.087,3,1,46.334,dense/batch5dense/test20,0,0,
71313.4,3174,6349,6,823441,1591576,306,306,286,299,186.387,14784.9,861,540,1638,44010.8,1149,191,235,5385, 76.774,5376,585.839,3,1,1297.1,dense/batch5dense/test21,0,0,
1573.48,410,821,15,36651,101396,338,338,318,329,121.746,453.17,229,92,205,53.174,100,25,25,1227, 8.062,756,24.763,3,1,31.254,dense/batch5dense/test23,0,0,
4906.55,148,297,4,84518,131180,257,257,231,250,11.37,1128.26,77,42,180,2752.72,54,24,46,179, 4.428,191,101.671,3,1,41.166,dense/batch5dense/test25,0,0,
119.272,21,43,6,2838,7891,296,296,286,293,1.105,51.779,18,8,23,6.233,25,1,1,2, 0.081,31,4.784,3,1,7.502,dense/batch5dense/test27,0,0,
29839.8,7058,14117,3,1271872,2553865,245,245,218,234,414.702,2732.96,1208,318,735,5873.03,1583,495,588,15526, 233.174,10619,325.228,3,1,2255.34,dense/batch5dense/test30,0,0,
287728,4043,8087,8,1031052,1890813,343,343,310,327,438.674,103286,3484,2581,8924,168981,2656,1488,3726,9622, 200.028,7301,918.643,3,1,663.452,dense/batch5dense/test31,0,0,
141.888,34,68,5,2505,7668,260,260,247,258,2.087,68.875,32,6,21,4.206,22,1,1,34, 0.24,60,3.322,3,1,9.787,dense/batch5dense/test32,0,0,
1257.24,74,149,4,23909,41679,254,254,240,250,3.778,304.083,57,25,71,602.991,65,9,9,16, 0.78,102,48.082,3,1,28.252,dense/batch5dense/test33,0,0,
500002,27755,55511,6,9932794,16979111,-1,334,305,323,2069.84,115250,6579,2837,8188,237706,11389,5855,12307,83022, 1685.93,49379,4704.22,3,1,18484.7,dense/batch5dense/test34,0,0,
627.875,83,167,6,23757,46865,280,280,266,277,4.238,124.301,34,8,25,48.672,91,3,3,27, 0.953,105,48.626,3,1,56.704,dense/batch5dense/test35,0,0,
653.156,38,77,7,7459,15273,302,302,282,296,4.827,267.609,56,37,111,240.453,42,27,43,6, 0.401,56,13.315,3,1,5.965,dense/batch5dense/test36,0,0,
